Time (s),SEF,HTR,BW0,BW1,MET,MAP,PAR,GAR,GF1,GF2,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
4490,,,,,,,,,,,,1004.95,0.00,38.4,3.31,3.35,3,17,-77.75671,39.32362,130.65,20220731,13:53:25,0.03,0.04,-0.05,58,
4491,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.34,3,17,-77.75671,39.32362,130.56,20220731,13:53:26,0.02,0.04,-0.05,58,
4492,,,,,,,,,,,,1004.95,0.00,38.4,3.31,3.34,3,17,-77.75670,39.32362,130.42,20220731,13:53:27,0.01,-0.06,-0.05,58,
4493,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.23,20220731,13:53:28,0.03,-0.08,-0.05,58,
4494,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.17,20220731,13:53:29,0.05,-0.04,-0.05,58,
4495,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.23,20220731,13:53:30,0.01,0.03,-0.04,58,
4496,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.21,20220731,13:53:31,0.08,0.01,-0.04,58,
4497,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.29,20220731,13:53:32,0.01,-0.01,-0.04,58,
4498,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.31,20220731,13:53:33,0.04,-0.12,-0.04,58,
4499,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.34,3,16,-77.75670,39.32362,130.31,20220731,13:53:34,0.03,-0.13,-0.05,58,
4500,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.34,3,17,-77.75670,39.32362,130.43,20220731,13:53:35,0.08,-0.02,-0.05,58,
4501,,,,,,,,,,,,1004.87,-0.00,38.3,3.32,3.35,3,17,-77.75670,39.32362,130.49,20220731,13:53:36,0.05,-0.03,-0.04,58,
4502,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,16,-77.75670,39.32362,130.57,20220731,13:53:37,0.05,-0.09,-0.05,58,
4503,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,16,-77.75670,39.32362,130.68,20220731,13:53:38,0.03,0.01,-0.04,58,
4504,,,,,,,,,,,,1004.88,-0.00,38.3,3.32,3.35,3,16,-77.75670,39.32362,130.75,20220731,13:53:39,0.05,-0.05,-0.04,58,
4505,,,,,,,,,,,,1004.99,0.00,38.3,3.32,3.35,3,15,-77.75670,39.32362,130.79,20220731,13:53:40,0.20,0.00,-0.04,58,
4506,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,14,-77.75670,39.32362,130.73,20220731,13:53:41,0.05,0.10,-0.04,58,
4507,,,,,,,,,,,,1004.95,0.00,38.3,3.32,3.35,3,14,-77.75670,39.32362,130.74,20220731,13:53:42,0.08,-0.07,-0.04,58,
4508,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,14,-77.75670,39.32363,130.89,20220731,13:53:43,0.40,-0.07,-0.04,28,
4509,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,17,-77.75670,39.32362,130.98,20220731,13:53:44,0.75,0.04,-0.04,133,
4510,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,16,-77.75670,39.32362,131.32,20220731,13:53:45,0.10,-0.10,-0.04,133,
4511,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,17,-77.75670,39.32361,131.61,20220731,13:53:46,0.08,-0.03,-0.04,133,
4512,,,,,,,,,,,,1004.82,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,131.73,20220731,13:53:47,0.07,-0.09,-0.04,133,
4513,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.01,20220731,13:53:48,0.03,-0.05,-0.04,133,
4514,,,,,,,,,,,,1004.98,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.21,20220731,13:53:49,0.05,0.00,-0.04,133,
4515,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.29,20220731,13:53:50,0.04,-0.11,-0.04,133,
4516,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.34,20220731,13:53:51,0.05,0.00,-0.04,133,
4517,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.46,20220731,13:53:52,0.01,0.01,-0.04,133,
4518,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.74,20220731,13:53:53,0.03,0.02,-0.04,133,
4519,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.81,20220731,13:53:54,0.06,-0.11,-0.04,133,
4520,,,,,,,,,,,,1004.87,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.77,20220731,13:53:55,0.04,-0.06,-0.04,133,
4521,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.76,20220731,13:53:56,0.08,0.05,-0.04,133,
4522,,,,,,,,,,,,1004.85,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.77,20220731,13:53:57,0.03,-0.03,-0.04,133,
4523,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,132.79,20220731,13:53:58,0.07,-0.02,-0.04,133,
4524,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,132.87,20220731,13:53:59,0.10,0.11,-0.03,133,
4525,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,132.74,20220731,13:54:00,0.10,-0.05,-0.03,133,
4526,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,14,-77.75671,39.32360,132.59,20220731,13:54:01,0.03,-0.03,-0.03,133,
4527,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.39,20220731,13:54:02,0.14,0.07,-0.03,133,
4528,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.25,20220731,13:54:03,0.03,-0.07,-0.03,133,
4529,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.25,20220731,13:54:04,0.03,-0.14,-0.03,133,
4530,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,132.08,20220731,13:54:05,0.02,-0.03,-0.03,133,
4531,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.89,20220731,13:54:06,0.05,0.09,-0.03,133,
4532,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.81,20220731,13:54:07,0.03,-0.04,-0.03,133,
4533,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.79,20220731,13:54:08,0.04,-0.07,-0.03,133,
4534,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,131.61,20220731,13:54:09,0.01,-0.07,-0.03,133,
4535,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.63,20220731,13:54:10,0.03,-0.05,-0.03,133,
4536,,,,,,,,,,,,1004.87,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,131.61,20220731,13:54:11,0.03,0.07,-0.03,133,
4537,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32360,131.68,20220731,13:54:12,0.04,-0.03,-0.03,133,
4538,,,,,,,,,,,,1004.93,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.77,20220731,13:54:13,0.03,-0.10,-0.03,133,
4539,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.83,20220731,13:54:14,0.06,-0.05,-0.03,133,
4540,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.88,20220731,13:54:15,0.05,-0.08,-0.03,133,
4541,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.88,20220731,13:54:16,0.04,-0.01,-0.03,133,
4542,,,,,,,,,,,,1004.86,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.85,20220731,13:54:17,0.02,0.00,-0.03,133,
4543,,,,,,,,,,,,1005.02,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,131.96,20220731,13:54:18,0.03,0.04,-0.03,133,
4544,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.05,20220731,13:54:19,0.03,0.05,-0.03,133,
4545,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32361,132.38,20220731,13:54:20,0.04,-0.01,-0.03,133,
4546,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32361,132.29,20220731,13:54:21,0.01,-0.13,-0.03,133,
4547,,,,,,,,,,,,1004.98,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32361,132.38,20220731,13:54:22,0.04,0.05,-0.03,133,
4548,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32361,132.46,20220731,13:54:23,0.11,-0.02,-0.03,133,
4549,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32361,132.31,20220731,13:54:24,0.12,-0.15,-0.03,133,
4550,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32362,132.27,20220731,13:54:25,0.02,-0.08,-0.03,133,
4551,,,,,,,,,,,,1004.98,0.00,38.3,3.31,3.34,3,15,-77.75672,39.32362,132.19,20220731,13:54:26,0.03,-0.02,-0.03,133,
4552,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.34,3,15,-77.75672,39.32362,132.21,20220731,13:54:27,0.01,0.03,-0.03,133,
4553,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.34,3,15,-77.75672,39.32362,132.21,20220731,13:54:28,0.01,-0.03,-0.03,133,
4554,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.34,3,15,-77.75671,39.32362,132.13,20220731,13:54:29,0.02,-0.03,-0.03,133,
4555,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.34,3,15,-77.75671,39.32362,132.12,20220731,13:54:30,0.03,-0.01,-0.03,133,
4556,,,,,,,,,,,,1005.00,0.00,38.3,3.31,3.34,3,15,-77.75671,39.32362,132.10,20220731,13:54:31,0.06,-0.02,-0.03,133,
4557,,,,,,,,,,,,1004.99,0.00,38.3,3.31,3.34,3,15,-77.75671,39.32362,132.01,20220731,13:54:32,0.03,0.03,-0.03,133,
4558,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.34,3,15,-77.75671,39.32361,132.07,20220731,13:54:33,0.02,0.02,-0.02,133,
4559,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.34,3,15,-77.75671,39.32361,132.26,20220731,13:54:34,0.05,0.07,-0.02,133,
4560,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.34,3,15,-77.75671,39.32361,132.35,20220731,13:54:35,0.01,-0.02,-0.02,133,
4561,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.37,20220731,13:54:36,0.02,0.03,-0.02,133,
4562,,,,,,,,,,,,1004.99,0.00,38.3,3.31,3.35,3,17,-77.75671,39.32361,132.50,20220731,13:54:37,0.17,-0.00,-0.02,133,
4563,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.51,20220731,13:54:38,0.02,-0.07,-0.02,133,
4564,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32362,132.50,20220731,13:54:39,0.08,-0.09,-0.02,133,
4565,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32362,132.46,20220731,13:54:40,0.05,-0.08,-0.02,133,
4566,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.50,20220731,13:54:41,0.01,-0.02,-0.02,133,
4567,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.55,20220731,13:54:42,0.03,0.09,-0.02,133,
4568,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.66,20220731,13:54:43,0.04,-0.01,-0.02,133,
4569,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.72,20220731,13:54:44,0.04,-0.11,-0.02,133,
4570,,,,,,,,,,,,1004.98,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.78,20220731,13:54:45,0.03,-0.05,-0.02,133,
4571,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.80,20220731,13:54:46,0.03,0.12,-0.02,133,
4572,,,,,,,,,,,,1004.93,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32361,132.73,20220731,13:54:47,0.02,-0.02,-0.02,133,
4573,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32361,132.74,20220731,13:54:48,0.05,-0.02,-0.02,133,
4574,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,17,-77.75672,39.32361,132.84,20220731,13:54:49,0.04,-0.02,-0.02,133,
4575,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,14,-77.75672,39.32361,132.83,20220731,13:54:50,0.06,-0.08,-0.02,133,
4576,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.35,3,16,-77.75672,39.32361,132.72,20220731,13:54:51,0.05,-0.12,-0.02,133,
4577,,,,,,,,,,,,1004.99,0.00,38.3,3.31,3.35,3,16,-77.75672,39.32361,132.57,20220731,13:54:52,0.03,-0.00,-0.02,133,
4578,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,17,-77.75672,39.32361,132.62,20220731,13:54:53,0.08,0.02,-0.02,133,
4579,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,17,-77.75672,39.32361,132.61,20220731,13:54:54,0.05,-0.19,-0.03,133,
4580,,,,,,,,,,,,1004.93,-0.00,38.3,3.31,3.35,3,17,-77.75672,39.32361,132.63,20220731,13:54:55,0.05,-0.05,-0.03,133,
4581,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,17,-77.75672,39.32361,132.63,20220731,13:54:56,0.02,-0.04,-0.03,133,
4582,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,17,-77.75671,39.32361,132.70,20220731,13:54:57,0.03,-0.07,-0.03,133,
4583,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,17,-77.75671,39.32361,132.71,20220731,13:54:58,0.01,0.01,-0.03,133,
4584,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,17,-77.75671,39.32361,132.56,20220731,13:54:59,0.01,-0.15,-0.03,133,
4585,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,17,-77.75671,39.32361,132.56,20220731,13:55:00,0.05,-0.09,-0.03,133,
4586,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,17,-77.75671,39.32360,132.55,20220731,13:55:01,0.05,-0.02,-0.03,133,
4587,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32360,132.64,20220731,13:55:02,0.01,0.06,-0.03,133,
4588,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,17,-77.75671,39.32360,132.69,20220731,13:55:03,0.09,-0.09,-0.03,133,
4589,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32360,132.85,20220731,13:55:04,0.06,-0.05,-0.03,133,
4590,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32360,132.95,20220731,13:55:05,0.03,-0.04,-0.03,133,
4591,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,16,-77.75671,39.32360,133.07,20220731,13:55:06,0.13,0.05,-0.03,133,
4592,,,,,,,,,,,,1004.91,-0.00,38.3,3.32,3.35,3,17,-77.75671,39.32360,133.15,20220731,13:55:07,0.01,-0.04,-0.03,133,
4593,,,,,,,,,,,,1004.90,-0.00,38.3,3.32,3.35,3,17,-77.75671,39.32360,133.34,20220731,13:55:08,0.25,0.01,-0.03,133,
4594,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,17,-77.75671,39.32360,133.45,20220731,13:55:09,0.07,-0.09,-0.03,133,
4595,,,,,,,,,,,,1004.98,0.00,38.3,3.32,3.35,3,17,-77.75672,39.32360,133.66,20220731,13:55:10,0.09,-0.09,-0.03,133,
4596,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.84,20220731,13:55:11,0.01,-0.08,-0.03,133,
4597,,,,,,,,,,,,1004.97,0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.91,20220731,13:55:12,0.02,-0.01,-0.03,133,
4598,,,,,,,,,,,,1004.92,-0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.93,20220731,13:55:13,0.05,-0.03,-0.03,133,
4599,,,,,,,,,,,,1004.93,0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.85,20220731,13:55:14,0.05,-0.09,-0.03,133,
4600,,,,,,,,,,,,1004.92,-0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.70,20220731,13:55:15,0.02,-0.05,-0.03,133,
4601,,,,,,,,,,,,1005.00,0.00,38.3,3.32,3.35,3,16,-77.75672,39.32361,133.64,20220731,13:55:16,0.04,-0.02,-0.03,133,
4602,,,,,,,,,,,,1004.96,0.00,38.3,3.32,3.35,3,17,-77.75672,39.32362,133.67,20220731,13:55:17,0.46,-0.03,-0.03,133,
4603,,,,,,,,,,,,1005.00,0.00,38.3,3.32,3.35,3,16,-77.75672,39.32362,133.60,20220731,13:55:18,0.02,0.05,-0.03,133,
4604,,,,,,,,,,,,1004.95,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32362,133.62,20220731,13:55:19,0.03,0.03,-0.03,133,
4605,,,,,,,,,,,,1005.01,0.00,38.3,3.32,3.35,3,16,-77.75671,39.32363,133.49,20220731,13:55:20,0.05,-0.05,-0.03,133,
4606,,,,,,,,,,,,1004.93,-0.00,38.3,3.32,3.35,3,17,-77.75671,39.32363,133.39,20220731,13:55:21,0.03,-0.09,-0.03,133,
4607,,,,,,,,,,,,1005.00,0.00,38.3,3.32,3.35,3,17,-77.75671,39.32363,133.36,20220731,13:55:22,0.04,0.00,-0.03,133,
4608,,,,,,,,,,,,1004.91,-0.00,38.3,3.32,3.35,3,16,-77.75671,39.32363,133.32,20220731,13:55:23,0.03,0.05,-0.03,133,
4609,,,,,,,,,,,,1004.96,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,133.30,20220731,13:55:24,0.04,-0.03,-0.03,133,
4610,,,,,,,,,,,,1004.96,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,133.29,20220731,13:55:25,0.07,-0.06,-0.03,133,
4611,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.34,3,16,-77.75671,39.32363,133.29,20220731,13:55:26,0.10,0.02,-0.03,133,
4612,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.34,3,16,-77.75671,39.32363,133.40,20220731,13:55:27,0.03,-0.04,-0.03,133,
4613,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.43,20220731,13:55:28,0.18,-0.08,-0.03,133,
4614,,,,,,,,,,,,1005.00,0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.63,20220731,13:55:29,0.07,-0.01,-0.03,133,
4615,,,,,,,,,,,,1004.87,-0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.79,20220731,13:55:30,0.04,-0.02,-0.03,133,
4616,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.76,20220731,13:55:31,0.15,-0.11,-0.03,133,
4617,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.72,20220731,13:55:32,0.06,-0.04,-0.03,133,
4618,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.53,20220731,13:55:33,0.13,-0.08,-0.03,133,
4619,,,,,,,,,,,,1004.86,-0.00,38.3,3.31,3.34,3,15,-77.75672,39.32363,133.51,20220731,13:55:34,0.03,-0.05,-0.03,133,
4620,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.34,3,16,-77.75672,39.32363,133.35,20220731,13:55:35,0.02,-0.11,-0.03,133,
4621,,,,,,,,,,,,1004.86,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,133.04,20220731,13:55:36,0.06,-0.00,-0.03,133,
4622,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,132.85,20220731,13:55:37,0.12,0.00,-0.03,133,
4623,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,132.95,20220731,13:55:38,0.39,0.13,-0.03,77,
4624,,,,,,,,,,,,1005.00,0.00,38.3,3.31,3.35,3,16,-77.75672,39.32364,133.20,20220731,13:55:39,0.84,0.32,-0.02,44,
4625,,,,,,,,,,,,1004.97,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32364,133.09,20220731,13:55:40,0.03,0.07,-0.01,44,
4626,,,,,,,,,,,,1004.93,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32364,132.88,20220731,13:55:41,0.03,-0.04,-0.02,44,
4627,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32364,132.53,20220731,13:55:42,0.09,-0.13,-0.02,44,
4628,,,,,,,,,,,,1005.01,0.00,38.3,3.31,3.35,3,15,-77.75671,39.32364,132.34,20220731,13:55:43,0.02,-0.06,-0.02,44,
4629,,,,,,,,,,,,1004.86,-0.00,38.3,3.31,3.35,3,15,-77.75671,39.32364,132.20,20220731,13:55:44,0.06,-0.06,-0.02,44,
4630,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32364,132.11,20220731,13:55:45,0.05,-0.01,-0.02,44,
4631,,,,,,,,,,,,1004.94,0.00,38.3,3.32,3.35,3,16,-77.75671,39.32364,131.77,20220731,13:55:46,0.07,0.03,-0.02,44,
4632,,,,,,,,,,,,1004.92,-0.00,38.3,3.32,3.35,3,16,-77.75671,39.32363,131.47,20220731,13:55:47,0.04,-0.09,-0.02,44,
4633,,,,,,,,,,,,1004.97,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,131.21,20220731,13:55:48,0.03,-0.12,-0.02,44,
4634,,,,,,,,,,,,1004.94,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,130.82,20220731,13:55:49,0.06,-0.08,-0.03,44,
4635,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,130.51,20220731,13:55:50,0.01,-0.05,-0.03,44,
4636,,,,,,,,,,,,1004.89,-0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,130.34,20220731,13:55:51,0.04,-0.02,-0.03,44,
4637,,,,,,,,,,,,1004.96,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,130.23,20220731,13:55:52,0.03,-0.06,-0.03,44,
4638,,,,,,,,,,,,1004.95,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,130.10,20220731,13:55:53,0.01,0.03,-0.02,44,
4639,,,,,,,,,,,,1004.91,-0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,129.99,20220731,13:55:54,0.01,-0.02,-0.02,44,
4640,,,,,,,,,,,,1004.94,0.00,38.3,3.32,3.35,3,15,-77.75671,39.32363,129.87,20220731,13:55:55,0.05,-0.08,-0.03,44,
4641,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32363,129.80,20220731,13:55:56,0.02,0.05,-0.02,44,
4642,,,,,,,,,,,,1004.96,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32363,129.84,20220731,13:55:57,0.05,-0.02,-0.02,44,
4643,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,16,-77.75671,39.32363,129.91,20220731,13:55:58,0.03,-0.05,-0.02,44,
4644,,,,,,,,,,,,1004.98,0.00,38.3,3.31,3.35,3,16,-77.75671,39.32363,129.89,20220731,13:55:59,0.04,-0.04,-0.02,44,
4645,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,129.93,20220731,13:56:00,0.02,-0.07,-0.03,44,
4646,,,,,,,,,,,,1004.95,0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,129.94,20220731,13:56:01,0.04,-0.05,-0.03,44,
4647,,,,,,,,,,,,1004.90,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,129.99,20220731,13:56:02,0.02,0.01,-0.02,44,
4648,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,130.10,20220731,13:56:03,0.04,0.06,-0.02,44,
4649,,,,,,,,,,,,1004.88,-0.00,38.3,3.31,3.35,3,16,-77.75672,39.32363,130.30,20220731,13:56:04,0.02,-0.01,-0.02,44,
4650,,,,,,,,,,,,1005.06,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32363,130.53,20220731,13:56:05,0.03,-0.09,-0.02,44,
4651,,,,,,,,,,,,1004.89,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32364,130.70,20220731,13:56:06,0.02,0.05,-0.02,44,
4652,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32364,130.93,20220731,13:56:07,0.03,0.01,-0.02,44,
4653,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32364,131.12,20220731,13:56:08,0.05,-0.05,-0.02,44,
4654,,,,,,,,,,,,1004.91,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32364,131.32,20220731,13:56:09,0.02,-0.02,-0.02,44,
4655,,,,,,,,,,,,1004.92,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32365,131.49,20220731,13:56:10,0.01,0.01,-0.02,44,
4656,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32365,131.66,20220731,13:56:11,0.02,-0.02,-0.02,44,
4657,,,,,,,,,,,,1004.93,-0.00,38.3,3.31,3.35,3,15,-77.75672,39.32365,131.69,20220731,13:56:12,0.04,-0.07,-0.02,44,
4658,,,,,,,,,,,,1004.94,0.00,38.3,3.31,3.35,3,15,-77.75672,39.32365,131.70,20220731,13:56:13,0.01,0.11,-0.02,44,
4659,,,,,,,,,,,,1004.93,-0.00,38.3,3.31,3.35,3,14,-77.75672,39.32364,131.76,20220731,13:56:14,0.01,-0.01,-0.02,44,
