Time (s),SEF,HTR,BW0,BW1,MET,MAP,PAR,GAR,GF1,GF2,EXT,Pres (hPa),dP (hPa/line),Temp (C),Batt (V),Cap (V),GPS Flag (HEX),GPS SV,Lon,Lat,Alt (m),Date,Time,gSpeed (m/s),aRate (m/s),aFilt (m/s),heading (deg)
10101,,X,,,,,,,,,,201.41,0.34,-11.4,2.88,2.91,1,19,-77.31538,39.37837,12372.17,20220731,15:26:56,31.55,-10.93,-11.32,70,
10102,,X,,,,,,,,,,201.64,0.34,-11.4,2.88,2.91,1,19,-77.31504,39.37847,12361.61,20220731,15:26:57,31.70,-10.27,-11.29,70,
10103,,X,,,,,,,,,,202.01,0.34,-11.3,2.88,2.91,1,19,-77.31470,39.37857,12351.10,20220731,15:26:58,30.64,-10.30,-11.26,69,
10104,,X,,,,,,,,,,202.32,0.34,-11.3,2.88,2.91,1,19,-77.31437,39.37866,12340.63,20220731,15:26:59,30.19,-10.31,-11.23,69,
10105,,X,,,,,,,,,,202.70,0.34,-11.3,2.88,2.91,1,19,-77.31404,39.37875,12330.17,20220731,15:27:00,28.82,-10.40,-11.20,71,
10106,,X,,,,,,,,,,203.13,0.34,-11.0,2.88,2.91,1,19,-77.31375,39.37883,12319.24,20220731,15:27:01,26.31,-11.06,-11.20,71,
10107,,,,,,,,,,,,203.48,0.34,-11.0,2.88,2.91,1,19,-77.31346,39.37889,12307.86,20220731,15:27:02,25.46,-11.07,-11.20,76,
10108,,,,,,,,,,,,203.81,0.34,-11.0,2.88,2.91,1,19,-77.31316,39.37893,12296.39,20220731,15:27:03,26.22,-11.50,-11.20,80,
10109,,X,,,,,,,,,,204.08,0.34,-11.0,2.88,2.91,1,19,-77.31286,39.37896,12284.65,20220731,15:27:04,26.37,-11.95,-11.23,84,
10110,,X,,,,,,,,,,204.46,0.34,-11.4,2.88,2.91,1,19,-77.31255,39.37897,12272.80,20220731,15:27:05,27.56,-12.01,-11.25,90,
10111,,X,,,,,,,,,,204.88,0.34,-11.4,2.88,2.91,1,19,-77.31221,39.37896,12261.48,20220731,15:27:06,28.81,-11.09,-11.24,91,
10112,,X,,,,,,,,,,205.26,0.34,-11.4,2.88,2.91,1,19,-77.31187,39.37895,12250.41,20220731,15:27:07,30.57,-10.97,-11.24,92,
10113,,X,,,,,,,,,,205.66,0.35,-11.4,2.88,2.91,1,18,-77.31150,39.37893,12239.45,20220731,15:27:08,32.80,-10.77,-11.22,93,
10114,,X,,,,,,,,,,205.88,0.34,-11.4,2.88,2.91,1,19,-77.31111,39.37892,12228.76,20220731,15:27:09,34.90,-10.68,-11.21,92,
10115,,X,,,,,,,,,,206.33,0.35,-11.3,2.88,2.91,1,19,-77.31069,39.37891,12218.28,20220731,15:27:10,35.82,-10.34,-11.18,91,
10116,,X,,,,,,,,,,206.58,0.34,-11.0,2.88,2.91,1,19,-77.31028,39.37890,12207.59,20220731,15:27:11,36.29,-10.77,-11.17,90,
10117,,X,,,,,,,,,,206.98,0.34,-11.0,2.88,2.91,1,19,-77.30986,39.37891,12196.92,20220731,15:27:12,36.80,-10.44,-11.15,88,
10118,,,,,,,,,,,,207.28,0.34,-11.0,2.88,2.91,1,19,-77.30943,39.37891,12186.46,20220731,15:27:13,37.60,-10.37,-11.12,88,
10119,,,,,,,,,,,,207.69,0.34,-11.0,2.88,2.91,1,19,-77.30899,39.37893,12176.43,20220731,15:27:14,37.25,-10.00,-11.09,87,
10120,,X,,,,,,,,,,207.85,0.34,-11.0,2.88,2.91,1,19,-77.30857,39.37895,12166.41,20220731,15:27:15,37.27,-10.14,-11.06,86,
10121,,X,,,,,,,,,,208.20,0.34,-11.4,2.89,2.91,1,19,-77.30813,39.37897,12156.05,20220731,15:27:16,37.21,-10.56,-11.04,86,
10122,,X,,,,,,,,,,208.63,0.34,-11.4,2.89,2.91,1,18,-77.30770,39.37899,12145.48,20220731,15:27:17,37.41,-10.44,-11.03,85,
10123,,X,,,,,,,,,,208.91,0.34,-11.4,2.89,2.91,1,19,-77.30728,39.37903,12134.88,20220731,15:27:18,37.56,-10.37,-11.01,83,
10124,,X,,,,,,,,,,209.27,0.34,-11.4,2.89,2.91,1,19,-77.30684,39.37907,12124.53,20220731,15:27:19,37.08,-10.39,-10.99,82,
10125,,X,,,,,,,,,,209.61,0.34,-11.3,2.89,2.91,1,19,-77.30642,39.37911,12113.93,20220731,15:27:20,36.37,-10.60,-10.98,80,
10126,,X,,,,,,,,,,209.90,0.34,-11.3,2.89,2.91,1,19,-77.30600,39.37917,12103.15,20220731,15:27:21,36.95,-10.78,-10.97,78,
10127,,X,,,,,,,,,,210.32,0.34,-11.0,2.89,2.91,1,19,-77.30559,39.37925,12092.42,20220731,15:27:22,36.14,-10.62,-10.96,76,
10128,,X,,,,,,,,,,210.76,0.34,-11.0,2.89,2.91,1,18,-77.30519,39.37933,12081.61,20220731,15:27:23,35.56,-10.72,-10.95,73,
10129,,,,,,,,,,,,211.07,0.34,-11.0,2.89,2.91,1,18,-77.30480,39.37942,12070.86,20220731,15:27:24,34.65,-10.61,-10.94,72,
10130,,,,,,,,,,,,211.48,0.35,-11.0,2.89,2.91,1,18,-77.30443,39.37952,12060.02,20220731,15:27:25,32.70,-10.66,-10.93,69,
10131,,X,,,,,,,,,,211.67,0.34,-11.0,3.03,3.06,1,18,-77.30410,39.37962,12048.92,20220731,15:27:26,30.59,-11.14,-10.94,68,
10132,,X,,,,,,,,,,212.10,0.34,-11.4,3.03,3.06,1,19,-77.30377,39.37972,12037.88,20220731,15:27:27,29.44,-11.23,-10.95,68,
10133,,X,,,,,,,,,,212.47,0.34,-11.4,3.03,3.06,1,19,-77.30347,39.37980,12026.20,20220731,15:27:28,26.50,-11.63,-10.97,72,
10134,,X,,,,,,,,,,212.79,0.34,-11.4,3.03,3.06,1,19,-77.30319,39.37985,12013.88,20220731,15:27:29,24.59,-12.60,-11.02,79,
10135,,X,,,,,,,,,,213.34,0.35,-11.4,3.03,3.06,1,19,-77.30290,39.37989,12002.05,20220731,15:27:30,24.29,-11.40,-11.03,81,
10136,,X,,,,,,,,,,213.60,0.35,-11.3,3.03,3.06,1,19,-77.30262,39.37992,11990.30,20220731,15:27:31,24.92,-11.64,-11.05,84,
10137,,X,,,,,,,,,,214.05,0.35,-11.0,3.03,3.06,1,19,-77.30232,39.37993,11978.50,20220731,15:27:32,26.65,-11.55,-11.06,89,
10138,,,,,,,,,,,,214.38,0.35,-11.0,3.03,3.06,1,19,-77.30200,39.37993,11967.35,20220731,15:27:33,27.99,-10.81,-11.05,89,
10139,,,,,,,,,,,,214.75,0.35,-11.0,3.03,3.06,1,19,-77.30168,39.37993,11956.37,20220731,15:27:34,28.99,-10.66,-11.04,90,
10140,,X,,,,,,,,,,215.12,0.35,-11.0,3.03,3.06,1,19,-77.30133,39.37992,11945.60,20220731,15:27:35,29.53,-10.71,-11.03,90,
10141,,X,,,,,,,,,,215.52,0.35,-11.3,2.89,2.91,1,19,-77.30100,39.37992,11935.07,20220731,15:27:36,29.36,-10.50,-11.02,92,
10142,,X,,,,,,,,,,215.87,0.35,-11.3,2.89,2.91,1,18,-77.30065,39.37990,11924.54,20220731,15:27:37,29.29,-10.27,-10.99,91,
10143,,X,,,,,,,,,,216.06,0.35,-11.3,2.89,2.91,1,18,-77.30033,39.37990,11913.86,20220731,15:27:38,28.12,-10.57,-10.98,90,
10144,,X,,,,,,,,,,216.31,0.34,-11.3,2.89,2.91,1,19,-77.30001,39.37990,11903.23,20220731,15:27:39,27.59,-10.57,-10.97,89,
10145,,X,,,,,,,,,,216.89,0.35,-11.0,2.89,2.91,1,19,-77.29968,39.37990,11892.89,20220731,15:27:40,28.11,-10.24,-10.95,92,
10146,,X,,,,,,,,,,217.28,0.35,-11.0,2.89,2.91,1,19,-77.29935,39.37989,11882.47,20220731,15:27:41,28.31,-10.35,-10.93,91,
10147,,,,,,,,,,,,217.56,0.35,-11.0,2.89,2.91,1,19,-77.29903,39.37988,11871.93,20220731,15:27:42,27.82,-10.55,-10.92,90,
10148,,,,,,,,,,,,217.93,0.35,-11.0,2.89,2.91,1,18,-77.29869,39.37987,11861.26,20220731,15:27:43,29.57,-10.64,-10.91,93,
10149,,X,,,,,,,,,,218.39,0.35,-11.3,2.89,2.91,1,18,-77.29835,39.37986,11850.79,20220731,15:27:44,29.47,-10.57,-10.90,92,
10150,,X,,,,,,,,,,218.59,0.35,-11.4,2.89,2.91,1,18,-77.29801,39.37985,11840.32,20220731,15:27:45,29.29,-10.48,-10.88,92,
10151,,X,,,,,,,,,,218.92,0.35,-11.4,2.88,2.91,1,18,-77.29766,39.37984,11829.90,20220731,15:27:46,30.07,-10.34,-10.87,92,
10152,,X,,,,,,,,,,219.26,0.35,-11.4,2.88,2.91,1,18,-77.29732,39.37982,11819.49,20220731,15:27:47,29.67,-10.39,-10.85,92,
10153,,X,,,,,,,,,,219.59,0.35,-11.4,2.88,2.91,1,19,-77.29698,39.37981,11809.12,20220731,15:27:48,29.34,-10.16,-10.83,91,
10154,,X,,,,,,,,,,219.95,0.35,-11.4,2.88,2.91,1,19,-77.29664,39.37981,11798.72,20220731,15:27:49,29.04,-10.27,-10.82,92,
10155,,X,,,,,,,,,,220.36,0.35,-11.3,2.88,2.91,1,19,-77.29631,39.37979,11788.20,20220731,15:27:50,28.88,-10.44,-10.80,92,
10156,,X,,,,,,,,,,220.68,0.35,-11.0,2.88,2.91,1,18,-77.29598,39.37978,11777.64,20220731,15:27:51,27.89,-10.53,-10.80,92,
10157,,X,,,,,,,,,,221.06,0.35,-11.0,2.88,2.91,1,19,-77.29566,39.37977,11767.25,20220731,15:27:52,27.63,-10.32,-10.78,92,
10158,,,,,,,,,,,,221.39,0.35,-11.0,2.88,2.91,1,18,-77.29535,39.37976,11756.96,20220731,15:27:53,26.35,-10.30,-10.77,92,
10159,,,,,,,,,,,,221.74,0.35,-11.0,2.88,2.91,1,18,-77.29505,39.37975,11746.64,20220731,15:27:54,25.95,-10.23,-10.75,92,
10160,,X,,,,,,,,,,222.10,0.35,-11.3,2.88,2.91,1,18,-77.29475,39.37974,11736.28,20220731,15:27:55,25.28,-10.65,-10.75,91,
10161,,X,,,,,,,,,,222.52,0.35,-11.4,2.88,2.91,1,18,-77.29446,39.37974,11725.82,20220731,15:27:56,24.86,-10.69,-10.75,91,
10162,,X,,,,,,,,,,222.95,0.35,-11.4,2.88,2.91,1,18,-77.29417,39.37973,11715.37,20220731,15:27:57,25.99,-10.25,-10.73,91,
10163,,X,,,,,,,,,,223.15,0.35,-11.4,2.88,2.91,1,18,-77.29385,39.37972,11704.82,20220731,15:27:58,27.26,-10.49,-10.72,91,
10164,,X,,,,,,,,,,223.54,0.35,-11.4,2.88,2.91,1,18,-77.29353,39.37972,11693.93,20220731,15:27:59,28.95,-10.90,-10.73,90,
10165,,X,,,,,,,,,,223.95,0.35,-11.4,2.88,2.91,1,18,-77.29318,39.37973,11682.85,20220731,15:28:00,31.39,-11.17,-10.74,85,
10166,,X,,,,,,,,,,224.32,0.35,-11.3,2.88,2.91,1,18,-77.29281,39.37976,11671.60,20220731,15:28:01,32.19,-11.29,-10.76,81,
10167,,X,,,,,,,,,,224.78,0.36,-11.0,2.88,2.91,1,19,-77.29244,39.37982,11660.42,20220731,15:28:02,32.83,-11.51,-10.78,78,
10168,,X,,,,,,,,,,225.10,0.36,-11.0,2.88,2.91,1,19,-77.29206,39.37989,11649.06,20220731,15:28:03,33.79,-11.10,-10.79,75,
10169,,X,,,,,,,,,,225.45,0.36,-11.0,2.88,2.91,1,19,-77.29169,39.37997,11638.30,20220731,15:28:04,33.30,-10.72,-10.79,72,
10170,,X,,,,,,,,,,225.93,0.36,-11.0,2.88,2.91,1,19,-77.29132,39.38006,11627.74,20220731,15:28:05,32.76,-10.41,-10.78,68,
10171,,,,,,,,,,,,226.21,0.36,-11.0,2.86,2.89,1,19,-77.29098,39.38018,11617.39,20220731,15:28:06,32.23,-10.18,-10.76,67,
10172,,,,,,,,,,,,226.59,0.36,-11.0,2.86,2.89,1,19,-77.29064,39.38029,11607.41,20220731,15:28:07,32.09,-9.87,-10.73,67,
10173,,X,,,,,,,,,,226.90,0.36,-11.0,2.86,2.89,1,19,-77.29029,39.38040,11597.45,20220731,15:28:08,31.54,-10.14,-10.71,67,
10174,,X,,,,,,,,,,227.40,0.36,-11.4,2.86,2.89,1,19,-77.28997,39.38050,11587.44,20220731,15:28:09,30.44,-10.15,-10.70,66,
10175,,X,,,,,,,,,,227.56,0.35,-11.4,2.86,2.89,1,19,-77.28965,39.38061,11577.00,20220731,15:28:10,28.98,-10.36,-10.69,65,
10176,,X,,,,,,,,,,227.97,0.36,-11.4,2.86,2.89,1,19,-77.28935,39.38072,11566.70,20220731,15:28:11,28.76,-10.20,-10.67,65,
10177,,X,,,,,,,,,,228.31,0.36,-11.4,2.86,2.89,1,19,-77.28904,39.38082,11556.20,20220731,15:28:12,28.55,-10.27,-10.66,66,
10178,,X,,,,,,,,,,228.63,0.35,-11.4,2.86,2.89,1,19,-77.28874,39.38092,11545.59,20220731,15:28:13,27.45,-10.19,-10.65,66,
10179,,X,,,,,,,,,,229.03,0.36,-11.3,2.86,2.89,1,19,-77.28846,39.38102,11535.08,20220731,15:28:14,26.68,-10.40,-10.64,65,
10180,,X,,,,,,,,,,229.37,0.36,-11.3,2.86,2.89,1,19,-77.28818,39.38113,11524.82,20220731,15:28:15,27.14,-10.06,-10.62,64,
10181,,X,,,,,,,,,,229.77,0.36,-11.0,2.86,2.89,1,19,-77.28789,39.38123,11514.39,20220731,15:28:16,27.44,-10.33,-10.61,65,
10182,,X,,,,,,,,,,230.05,0.35,-11.0,2.86,2.89,1,19,-77.28761,39.38134,11503.86,20220731,15:28:17,27.49,-10.43,-10.61,64,
10183,,X,,,,,,,,,,230.45,0.36,-11.0,2.86,2.89,1,19,-77.28732,39.38145,11493.46,20220731,15:28:18,27.90,-10.34,-10.60,63,
10184,,X,,,,,,,,,,230.78,0.36,-11.0,2.86,2.89,1,19,-77.28702,39.38155,11483.22,20220731,15:28:19,27.60,-10.08,-10.58,64,
10185,,,,,,,,,,,,231.09,0.35,-11.0,2.86,2.89,1,19,-77.28675,39.38166,11472.77,20220731,15:28:20,26.10,-10.43,-10.58,63,
10186,,,,,,,,,,,,231.57,0.36,-11.0,2.86,2.89,1,19,-77.28649,39.38175,11461.88,20220731,15:28:21,24.17,-10.94,-10.59,66,
10187,,X,,,,,,,,,,231.85,0.36,-11.1,2.86,2.89,1,19,-77.28623,39.38183,11451.08,20220731,15:28:22,24.38,-10.88,-10.60,69,
10188,,X,,,,,,,,,,232.37,0.36,-11.4,2.86,2.89,1,19,-77.28596,39.38190,11440.11,20220731,15:28:23,23.61,-11.25,-10.62,74,
10189,,X,,,,,,,,,,232.53,0.35,-11.4,2.86,2.89,1,19,-77.28570,39.38195,11429.08,20220731,15:28:24,22.87,-10.90,-10.62,77,
10190,,X,,,,,,,,,,232.96,0.36,-11.4,2.86,2.89,1,19,-77.28543,39.38198,11418.35,20220731,15:28:25,24.44,-10.66,-10.63,81,
10191,,X,,,,,,,,,,233.43,0.36,-11.4,2.86,2.89,1,19,-77.28514,39.38200,11406.82,20220731,15:28:26,25.97,-11.21,-10.64,88,
10192,,X,,,,,,,,,,233.85,0.36,-11.4,2.86,2.89,1,19,-77.28482,39.38201,11395.81,20220731,15:28:27,27.38,-10.89,-10.65,87,
10193,,X,,,,,,,,,,234.25,0.36,-11.4,2.86,2.89,1,19,-77.28450,39.38202,11384.94,20220731,15:28:28,28.65,-10.81,-10.65,88,
10194,,X,,,,,,,,,,234.43,0.36,-11.4,2.86,2.89,1,19,-77.28415,39.38203,11374.23,20220731,15:28:29,30.79,-10.36,-10.65,89,
10195,,X,,,,,,,,,,234.97,0.36,-11.3,2.86,2.89,1,19,-77.28380,39.38204,11364.19,20220731,15:28:30,30.84,-9.91,-10.62,87,
10196,,X,,,,,,,,,,235.41,0.37,-11.0,2.86,2.89,1,19,-77.28343,39.38205,11354.27,20220731,15:28:31,31.93,-10.03,-10.61,88,
10197,,X,,,,,,,,,,235.63,0.36,-11.0,2.86,2.89,1,19,-77.28305,39.38206,11344.04,20220731,15:28:32,32.42,-10.26,-10.60,87,
10198,,,,,,,,,,,,235.94,0.36,-11.0,2.86,2.89,1,19,-77.28269,39.38207,11333.67,20220731,15:28:33,31.41,-10.25,-10.58,86,
10199,,,,,,,,,,,,236.46,0.36,-11.0,2.86,2.89,1,19,-77.28233,39.38209,11323.46,20220731,15:28:34,31.80,-10.12,-10.57,87,
10200,,X,,,,,,,,,,236.69,0.36,-11.0,2.86,2.89,1,19,-77.28195,39.38211,11313.29,20220731,15:28:35,32.15,-10.43,-10.57,85,
10201,,X,,,,,,,,,,237.11,0.36,-11.3,2.88,2.91,1,19,-77.28158,39.38213,11302.75,20220731,15:28:36,33.09,-10.55,-10.57,83,
10202,,X,,,,,,,,,,237.48,0.36,-11.4,2.88,2.91,1,19,-77.28118,39.38218,11291.88,20220731,15:28:37,34.41,-10.78,-10.57,80,
10203,,X,,,,,,,,,,237.90,0.36,-11.4,2.88,2.91,1,19,-77.28081,39.38225,11280.59,20220731,15:28:38,33.25,-11.32,-10.59,75,
10204,,X,,,,,,,,,,238.26,0.36,-11.3,2.88,2.91,1,19,-77.28045,39.38233,11268.90,20220731,15:28:39,31.80,-11.84,-10.63,71,
10205,,X,,,,,,,,,,238.78,0.37,-11.3,2.88,2.91,1,19,-77.28012,39.38243,11256.82,20220731,15:28:40,29.98,-12.32,-10.68,69,
10206,,X,,,,,,,,,,239.27,0.37,-11.3,2.88,2.91,1,19,-77.27980,39.38251,11244.86,20220731,15:28:41,28.44,-12.07,-10.72,70,
10207,,X,,,,,,,,,,239.67,0.37,-11.1,2.88,2.91,1,19,-77.27951,39.38259,11232.34,20220731,15:28:42,25.87,-12.37,-10.77,72,
10208,,X,,,,,,,,,,240.02,0.37,-11.0,2.88,2.91,1,19,-77.27922,39.38264,11220.07,20220731,15:28:43,25.47,-12.36,-10.82,78,
10209,,X,,,,,,,,,,240.54,0.38,-11.0,2.88,2.91,1,19,-77.27892,39.38269,11207.86,20220731,15:28:44,26.86,-12.26,-10.86,81,
10210,,X,,,,,,,,,,241.03,0.38,-11.0,2.88,2.91,1,19,-77.27860,39.38272,11195.70,20220731,15:28:45,28.58,-11.97,-10.90,81,
10211,,,,,,,,,,,,241.45,0.38,-11.0,2.86,2.89,1,19,-77.27826,39.38277,11183.70,20220731,15:28:46,30.17,-11.93,-10.93,79,
10212,,X,,,,,,,,,,241.93,0.38,-11.0,2.86,2.89,1,19,-77.27792,39.38283,11171.47,20220731,15:28:47,30.35,-12.65,-10.98,74,
10213,,X,,,,,,,,,,242.21,0.38,-11.3,2.86,2.89,1,19,-77.27760,39.38290,11158.71,20220731,15:28:48,28.05,-13.15,-11.04,72,
10214,,X,,,,,,,,,,242.71,0.38,-11.4,2.86,2.89,1,19,-77.27729,39.38298,11146.89,20220731,15:28:49,27.49,-11.75,-11.06,73,
10215,,X,,,,,,,,,,243.23,0.39,-11.4,2.86,2.89,1,19,-77.27700,39.38304,11134.33,20220731,15:28:50,25.54,-12.92,-11.12,77,
10216,,X,,,,,,,,,,243.66,0.39,-11.4,2.86,2.89,1,19,-77.27670,39.38308,11121.88,20220731,15:28:51,26.06,-12.30,-11.15,79,
10217,,X,,,,,,,,,,244.25,0.40,-11.3,2.86,2.89,1,19,-77.27640,39.38312,11109.74,20220731,15:28:52,26.73,-12.12,-11.18,82,
10218,,X,,,,,,,,,,244.70,0.40,-11.3,2.86,2.89,1,19,-77.27607,39.38314,11097.73,20220731,15:28:53,29.36,-11.71,-11.20,84,
10219,,X,,,,,,,,,,244.93,0.39,-11.0,2.86,2.89,1,19,-77.27572,39.38317,11086.10,20220731,15:28:54,31.06,-11.49,-11.21,83,
10220,,X,,,,,,,,,,245.49,0.40,-11.0,2.86,2.89,1,19,-77.27535,39.38322,11074.80,20220731,15:28:55,33.72,-11.10,-11.20,79,
10221,,X,,,,,,,,,,245.87,0.40,-11.0,2.86,2.89,1,19,-77.27497,39.38328,11064.07,20220731,15:28:56,34.31,-10.54,-11.18,77,
10222,,X,,,,,,,,,,246.24,0.40,-11.0,2.86,2.89,1,19,-77.27458,39.38336,11053.81,20220731,15:28:57,34.66,-10.21,-11.15,74,
10223,,,,,,,,,,,,246.65,0.40,-11.0,2.86,2.89,1,19,-77.27419,39.38345,11044.06,20220731,15:28:58,34.85,-9.66,-11.11,72,
10224,,,,,,,,,,,,247.05,0.40,-11.0,2.86,2.89,1,19,-77.27381,39.38354,11034.23,20220731,15:28:59,34.71,-9.80,-11.07,73,
10225,,X,,,,,,,,,,247.31,0.39,-11.0,2.86,2.89,1,19,-77.27342,39.38362,11024.57,20220731,15:29:00,34.65,-10.05,-11.04,75,
10226,,X,,,,,,,,,,247.60,0.39,-11.4,2.86,2.89,1,19,-77.27304,39.38370,11014.40,20220731,15:29:01,34.00,-10.53,-11.02,76,
10227,,X,,,,,,,,,,247.96,0.39,-11.4,2.86,2.89,1,19,-77.27265,39.38376,11003.98,20220731,15:29:02,33.88,-10.50,-11.01,80,
10228,,X,,,,,,,,,,248.37,0.39,-11.4,2.86,2.89,1,19,-77.27227,39.38380,10993.59,20220731,15:29:03,33.08,-10.28,-10.99,82,
10229,,X,,,,,,,,,,248.71,0.39,-11.4,2.86,2.89,1,19,-77.27188,39.38383,10983.22,20220731,15:29:04,32.77,-10.17,-10.96,84,
10230,,X,,,,,,,,,,249.16,0.39,-11.4,2.86,2.89,1,19,-77.27151,39.38386,10972.92,20220731,15:29:05,32.96,-10.15,-10.94,85,
10231,,X,,,,,,,,,,249.63,0.39,-11.4,2.86,2.89,1,19,-77.27113,39.38388,10963.04,20220731,15:29:06,32.48,-9.83,-10.90,87,
10232,,X,,,,,,,,,,249.84,0.39,-11.3,2.86,2.89,1,19,-77.27076,39.38388,10953.25,20220731,15:29:07,31.65,-9.82,-10.87,88,
10233,,X,,,,,,,,,,250.26,0.39,-11.3,2.86,2.89,1,19,-77.27040,39.38389,10943.33,20220731,15:29:08,31.53,-9.86,-10.84,88,
10234,,X,,,,,,,,,,250.73,0.39,-11.0,2.86,2.89,1,19,-77.27004,39.38389,10933.57,20220731,15:29:09,30.85,-9.35,-10.80,88,
10235,,X,,,,,,,,,,251.00,0.39,-11.0,2.86,2.89,1,19,-77.26969,39.38389,10923.51,20220731,15:29:10,29.14,-10.10,-10.77,90,
10236,,,,,,,,,,,,251.33,0.38,-11.0,2.86,2.89,1,19,-77.26936,39.38389,10913.31,20220731,15:29:11,28.00,-10.00,-10.75,91,
10237,,,,,,,,,,,,251.91,0.39,-11.0,2.86,2.89,1,19,-77.26905,39.38390,10902.95,20220731,15:29:12,26.97,-10.30,-10.74,86,
10238,,X,,,,,,,,,,252.05,0.38,-11.0,2.86,2.89,1,19,-77.26875,39.38391,10892.52,20220731,15:29:13,24.69,-10.64,-10.73,88,
10239,,X,,,,,,,,,,252.57,0.39,-11.4,2.86,2.89,1,19,-77.26847,39.38391,10882.26,20220731,15:29:14,23.31,-10.19,-10.72,87,
10240,,X,,,,,,,,,,252.91,0.39,-11.4,2.86,2.89,1,19,-77.26821,39.38393,10872.28,20220731,15:29:15,22.58,-10.11,-10.70,85,
10241,,X,,,,,,,,,,253.31,0.39,-11.4,2.88,2.89,1,18,-77.26795,39.38395,10862.45,20220731,15:29:16,22.13,-9.82,-10.67,82,
10242,,X,,,,,,,,,,253.67,0.39,-11.4,2.88,2.89,1,18,-77.26772,39.38398,10852.76,20220731,15:29:17,20.58,-9.81,-10.65,80,
10243,,X,,,,,,,,,,254.08,0.39,-11.4,2.88,2.89,1,18,-77.26748,39.38402,10843.05,20220731,15:29:18,20.93,-9.77,-10.62,75,
10244,,X,,,,,,,,,,254.42,0.38,-11.4,2.88,2.89,1,18,-77.26724,39.38407,10833.25,20220731,15:29:19,22.14,-9.77,-10.59,72,
10245,,X,,,,,,,,,,254.76,0.38,-11.3,2.88,2.89,1,19,-77.26699,39.38414,10823.20,20220731,15:29:20,22.28,-10.20,-10.58,71,
10246,,X,,,,,,,,,,255.19,0.38,-11.1,2.88,2.89,1,19,-77.26676,39.38421,10813.12,20220731,15:29:21,22.04,-10.09,-10.57,67,
10247,,X,,,,,,,,,,255.62,0.39,-11.0,2.88,2.89,1,19,-77.26651,39.38429,10803.11,20220731,15:29:22,22.84,-10.03,-10.55,67,
10248,,X,,,,,,,,,,255.91,0.38,-11.0,2.88,2.89,1,19,-77.26627,39.38437,10793.60,20220731,15:29:23,22.31,-9.42,-10.52,66,
10249,,,,,,,,,,,,256.27,0.38,-11.0,2.88,2.89,1,19,-77.26603,39.38445,10784.24,20220731,15:29:24,22.51,-9.58,-10.49,66,
10250,,,,,,,,,,,,256.68,0.38,-11.0,2.88,2.89,1,19,-77.26580,39.38453,10774.69,20220731,15:29:25,22.48,-9.82,-10.47,67,
10251,,X,,,,,,,,,,256.99,0.38,-11.3,3.02,3.05,1,19,-77.26555,39.38461,10765.30,20220731,15:29:26,22.93,-9.59,-10.44,66,
10252,,X,,,,,,,,,,257.36,0.38,-11.4,3.02,3.05,1,19,-77.26531,39.38469,10755.71,20220731,15:29:27,21.83,-10.00,-10.43,66,
10253,,X,,,,,,,,,,257.70,0.38,-11.4,3.02,3.05,1,19,-77.26508,39.38477,10745.99,20220731,15:29:28,22.28,-9.78,-10.41,66,
10254,,X,,,,,,,,,,258.07,0.38,-11.4,3.02,3.05,1,19,-77.26484,39.38485,10736.41,20220731,15:29:29,21.94,-9.54,-10.38,67,
10255,,X,,,,,,,,,,258.44,0.38,-11.4,3.02,3.05,1,19,-77.26461,39.38492,10727.09,20220731,15:29:30,21.56,-9.48,-10.36,66,
10256,,X,,,,,,,,,,258.83,0.38,-11.4,3.02,3.05,1,19,-77.26438,39.38501,10717.76,20220731,15:29:31,23.20,-9.51,-10.33,64,
10257,,X,,,,,,,,,,259.09,0.38,-11.4,3.02,3.05,1,19,-77.26413,39.38510,10708.11,20220731,15:29:32,24.07,-9.73,-10.31,63,
10258,,X,,,,,,,,,,259.55,0.38,-11.4,3.02,3.05,1,19,-77.26387,39.38520,10698.46,20220731,15:29:33,24.40,-9.61,-10.29,65,
10259,,X,,,,,,,,,,259.90,0.38,-11.3,3.02,3.05,1,19,-77.26361,39.38529,10688.86,20220731,15:29:34,25.08,-9.51,-10.27,64,
10260,,X,,,,,,,,,,260.36,0.38,-11.3,3.02,3.05,1,19,-77.26335,39.38539,10679.00,20220731,15:29:35,26.12,-9.83,-10.25,63,
10261,,X,,,,,,,,,,260.61,0.38,-11.0,2.86,2.88,1,19,-77.26307,39.38550,10669.45,20220731,15:29:36,27.53,-9.30,-10.23,63,
10262,,X,,,,,,,,,,261.11,0.38,-11.0,2.86,2.88,1,19,-77.26278,39.38560,10660.04,20220731,15:29:37,27.61,-9.46,-10.20,64,
10263,,,,,,,,,,,,261.46,0.38,-11.0,2.86,2.88,1,19,-77.26249,39.38571,10650.44,20220731,15:29:38,27.49,-9.57,-10.18,64,
10264,,,,,,,,,,,,261.76,0.38,-11.0,2.86,2.88,1,19,-77.26219,39.38582,10640.52,20220731,15:29:39,28.95,-9.99,-10.18,64,
10265,,X,,,,,,,,,,262.01,0.37,-11.3,2.86,2.88,1,19,-77.26189,39.38592,10630.65,20220731,15:29:40,29.17,-9.90,-10.17,66,
10266,,X,,,,,,,,,,262.51,0.38,-11.4,2.86,2.88,1,19,-77.26158,39.38603,10620.80,20220731,15:29:41,28.35,-10.02,-10.16,66,
10267,,X,,,,,,,,,,262.90,0.38,-11.4,2.86,2.88,1,19,-77.26128,39.38613,10610.89,20220731,15:29:42,28.89,-9.71,-10.15,65,
